municipality,state,description,start_date,end_date
174,OAX,Ánimas Trujano,1/1/22,
174,PUE,Teziutlán,1/1/22,
174,VER,Tierra Blanca,1/1/22,
175,OAX,San Juan Bautista Atatlahuca,1/1/22,
175,PUE,Tianguismanalco,1/1/22,
175,VER,Tihuatlán,1/1/22,
176,OAX,San Juan Bautista Coixtlahuaca,1/1/22,
176,PUE,Tilapa,1/1/22,
176,VER,Tlacojalpan,1/1/22,
177,OAX,San Juan Bautista Cuicatlán,1/1/22,
177,PUE,Tlacotepec de Benito Juárez,1/1/22,
177,VER,Tlacolulan,1/1/22,
178,OAX,San Juan Bautista Guelache,1/1/22,
178,PUE,Tlacuilotepec,1/1/22,
178,VER,Tlacotalpan,1/1/22,
179,OAX,San Juan Bautista Jayacatlán,1/1/22,
179,PUE,Tlachichuca,1/1/22,
179,VER,Tlacotepec de Mejía,1/1/22,
180,OAX,San Juan Bautista Lo de Soto,1/1/22,
180,PUE,Tlahuapan,1/1/22,
180,VER,Tlachichilco,1/1/22,
181,OAX,San Juan Bautista Suchitepec,1/1/22,
181,PUE,Tlaltenango,1/1/22,
181,VER,Tlalixcoyan,1/1/22,
182,OAX,San Juan Bautista Tlacoatzintepec,1/1/22,
182,PUE,Tlanepantla,1/1/22,
182,VER,Tlalnelhuayocan,1/1/22,
183,OAX,San Juan Bautista Tlachichilco,1/1/22,
183,PUE,Tlaola,1/1/22,
183,VER,Tlapacoyan,1/1/22,
184,OAX,San Juan Bautista Tuxtepec,1/1/22,
184,PUE,Tlapacoya,1/1/22,
184,VER,Tlaquilpa,1/1/22,
185,OAX,San Juan Cacahuatepec,1/1/22,
185,PUE,Tlapanalá,1/1/22,
185,VER,Tlilapan,1/1/22,
186,OAX,San Juan Cieneguilla,1/1/22,
186,PUE,Tlatlauquitepec,1/1/22,
186,VER,Tomatlán,1/1/22,
187,OAX,San Juan Coatzóspam,1/1/22,
187,PUE,Tlaxco,1/1/22,
187,VER,Tonayán,1/1/22,
188,OAX,San Juan Colorado,1/1/22,
188,PUE,Tochimilco,1/1/22,
188,VER,Totutla,1/1/22,
189,OAX,San Juan Comaltepec,1/1/22,
189,PUE,Tochtepec,1/1/22,
189,VER,Tuxpan,1/1/22,
190,OAX,San Juan Cotzocón,1/1/22,
190,PUE,Totoltepec de Guerrero,1/1/22,
190,VER,Tuxtilla,1/1/22,
191,OAX,San Juan Chicomezúchil,1/1/22,
191,PUE,Tulcingo,1/1/22,
191,VER,Ursulo Galván,1/1/22,
192,OAX,San Juan Chilateca,1/1/22,
192,PUE,Tuzamapan de Galeana,1/1/22,
192,VER,Vega de Alatorre,1/1/22,
193,OAX,San Juan del Estado,1/1/22,
193,PUE,Tzicatlacoyan,1/1/22,
193,VER,Veracruz,1/1/22,
194,OAX,San Juan del Río,1/1/22,
194,PUE,Venustiano Carranza,1/1/22,
194,VER,Villa Aldama,1/1/22,
195,OAX,San Juan Diuxi,1/1/22,
195,PUE,Vicente Guerrero,1/1/22,
195,VER,Xoxocotla,1/1/22,
196,OAX,San Juan Evangelista Analco,1/1/22,
196,PUE,Xayacatlán de Bravo,1/1/22,
196,VER,Yanga,1/1/22,
197,OAX,San Juan Guelavía,1/1/22,
197,PUE,Xicotepec,1/1/22,
197,VER,Yecuatla,1/1/22,
198,OAX,San Juan Guichicovi,1/1/22,
198,PUE,Xicotlán,1/1/22,
198,VER,Zacualpan,1/1/22,
199,OAX,San Juan Ihualtepec,1/1/22,
199,PUE,Xiutetelco,1/1/22,
199,VER,Zaragoza,1/1/22,
200,OAX,San Juan Juquila Mixes,1/1/22,
200,PUE,Xochiapulco,1/1/22,
200,VER,Zentla,1/1/22,
201,OAX,San Juan Juquila Vijanos,1/1/22,
201,PUE,Xochiltepec,1/1/22,
201,VER,Zongolica,1/1/22,
202,OAX,San Juan Lachao,1/1/22,
202,PUE,Xochitlán de Vicente Suárez,1/1/22,
202,VER,Zontecomatlán de López y Fuentes,1/1/22,
203,OAX,San Juan Lachigalla,1/1/22,
203,PUE,Xochitlán Todos Santos,1/1/22,
203,VER,Zozocolco de Hidalgo,1/1/22,
204,OAX,San Juan Lajarcia,1/1/22,
204,PUE,Yaonáhuac,1/1/22,
204,VER,Agua Dulce,1/1/22,
205,OAX,San Juan Lalana,1/1/22,
205,PUE,Yehualtepec,1/1/22,
205,VER,El Higo,1/1/22,
206,OAX,San Juan de los Cués,1/1/22,
206,PUE,Zacapala,1/1/22,
206,VER,Nanchital de Lázaro Cárdenas del Río,1/1/22,
207,OAX,San Juan Mazatlán,1/1/22,
207,PUE,Zacapoaxtla,1/1/22,
207,VER,Tres Valles,1/1/22,
208,OAX,San Juan Mixtepec -Dto. 08 -,1/1/22,
208,PUE,Zacatlán,1/1/22,
208,VER,Carlos A. Carrillo,1/1/22,
209,OAX,San Juan Mixtepec -Dto. 26 -,1/1/22,
209,PUE,Zapotitlán,1/1/22,
209,VER,Tatahuicapan de Juárez,1/1/22,
210,OAX,San Juan Ñumí,1/1/22,
210,PUE,Zapotitlán de Méndez,1/1/22,
210,VER,Uxpanapa,1/1/22,
211,OAX,San Juan Ozolotepec,1/1/22,
211,PUE,Zaragoza,1/1/22,
211,VER,San Rafael,1/1/22,
212,OAX,San Juan Petlapa,1/1/22,
212,PUE,Zautla,1/1/22,
212,VER,Santiago Sochiapan,1/1/22,
213,OAX,San Juan Quiahije,1/1/22,
213,PUE,Zihuateutla,1/1/22,
214,OAX,San Juan Quiotepec,1/1/22,
214,PUE,Zinacatepec,1/1/22,
215,OAX,San Juan Sayultepec,1/1/22,
215,PUE,Zongozotla,1/1/22,
216,OAX,San Juan Tabaá,1/1/22,
216,PUE,Zoquiapan,1/1/22,
217,OAX,San Juan Tamazola,1/1/22,
217,PUE,Zoquitlán,1/1/22,
218,OAX,San Juan Teita,1/1/22,
219,OAX,San Juan Teitipac,1/1/22,
220,OAX,San Juan Tepeuxila,1/1/22,
221,OAX,San Juan Teposcolula,1/1/22,
222,OAX,San Juan Yaeé,1/1/22,
223,OAX,San Juan Yatzona,1/1/22,
224,OAX,San Juan Yucuita,1/1/22,
225,OAX,San Lorenzo,1/1/22,
226,OAX,San Lorenzo Albarradas,1/1/22,
227,OAX,San Lorenzo Cacaotepec,1/1/22,
228,OAX,San Lorenzo Cuaunecuiltitla,1/1/22,
229,OAX,San Lorenzo Texmelúcan,1/1/22,
230,OAX,San Lorenzo Victoria,1/1/22,
231,OAX,San Lucas Camotlán,1/1/22,
232,OAX,San Lucas Ojitlán,1/1/22,
233,OAX,San Lucas Quiaviní,1/1/22,
234,OAX,San Lucas Zoquiápam,1/1/22,
235,OAX,San Luis Amatlán,1/1/22,
236,OAX,San Marcial Ozolotepec,1/1/22,
237,OAX,San Marcos Arteaga,1/1/22,
238,OAX,San Martín de los Cansecos,1/1/22,
239,OAX,San Martín Huamelúlpam,1/1/22,
240,OAX,San Martín Itunyoso,1/1/22,
241,OAX,San Martín Lachilá,1/1/22,
242,OAX,San Martín Peras,1/1/22,
243,OAX,San Martín Tilcajete,1/1/22,
244,OAX,San Martín Toxpalan,1/1/22,
245,OAX,San Martín Zacatepec,1/1/22,
246,OAX,San Mateo Cajonos,1/1/22,
247,OAX,Capulálpam de Méndez,1/1/22,
248,OAX,San Mateo del Mar,1/1/22,
249,OAX,San Mateo Yoloxochitlán,1/1/22,
250,OAX,San Mateo Etlatongo,1/1/22,
251,OAX,San Mateo Nejápam,1/1/22,
252,OAX,San Mateo Peñasco,1/1/22,
253,OAX,San Mateo Piñas,1/1/22,
254,OAX,San Mateo Río Hondo,1/1/22,
255,OAX,San Mateo Sindihui,1/1/22,
256,OAX,San Mateo Tlapiltepec,1/1/22,
257,OAX,San Melchor Betaza,1/1/22,
258,OAX,San Miguel Achiutla,1/1/22,
259,OAX,San Miguel Ahuehuetitlán,1/1/22,
260,OAX,San Miguel Aloápam,1/1/22,
261,OAX,San Miguel Amatitlán,1/1/22,
262,OAX,San Miguel Amatlán,1/1/22,
263,OAX,San Miguel Coatlán,1/1/22,
264,OAX,San Miguel Chicahua,1/1/22,
265,OAX,San Miguel Chimalapa,1/1/22,
266,OAX,San Miguel del Puerto,1/1/22,
267,OAX,San Miguel del Río,1/1/22,
268,OAX,San Miguel Ejutla,1/1/22,
269,OAX,San Miguel el Grande,1/1/22,
270,OAX,San Miguel Huautla,1/1/22,
271,OAX,San Miguel Mixtepec,1/1/22,
272,OAX,San Miguel Panixtlahuaca,1/1/22,
273,OAX,San Miguel Peras,1/1/22,
274,OAX,San Miguel Piedras,1/1/22,
275,OAX,San Miguel Quetzaltepec,1/1/22,
276,OAX,San Miguel Santa Flor,1/1/22,
277,OAX,Villa Sola de Vega,1/1/22,
278,OAX,San Miguel Soyaltepec,1/1/22,
279,OAX,San Miguel Suchixtepec,1/1/22,
280,OAX,Villa Talea de Castro,1/1/22,
281,OAX,San Miguel Tecomatlán,1/1/22,
282,OAX,San Miguel Tenango,1/1/22,
283,OAX,San Miguel Tequixtepec,1/1/22,
284,OAX,San Miguel Tilquiápam,1/1/22,
285,OAX,San Miguel Tlacamama,1/1/22,
286,OAX,San Miguel Tlacotepec,1/1/22,
287,OAX,San Miguel Tulancingo,1/1/22,
288,OAX,San Miguel Yotao,1/1/22,
289,OAX,San Nicolás,1/1/22,
290,OAX,San Nicolás Hidalgo,1/1/22,
291,OAX,San Pablo Coatlán,1/1/22,
292,OAX,San Pablo Cuatro Venados,1/1/22,
293,OAX,San Pablo Etla,1/1/22,
294,OAX,San Pablo Huitzo,1/1/22,
295,OAX,San Pablo Huixtepec,1/1/22,
296,OAX,San Pablo Macuiltianguis,1/1/22,
297,OAX,San Pablo Tijaltepec,1/1/22,
298,OAX,San Pablo Villa de Mitla,1/1/22,
299,OAX,San Pablo Yaganiza,1/1/22,
300,OAX,San Pedro Amuzgos,1/1/22,
301,OAX,San Pedro Apóstol,1/1/22,
302,OAX,San Pedro Atoyac,1/1/22,
303,OAX,San Pedro Cajonos,1/1/22,
304,OAX,San Pedro Coxcaltepec Cántaros,1/1/22,
305,OAX,San Pedro Comitancillo,1/1/22,
306,OAX,San Pedro el Alto,1/1/22,
307,OAX,San Pedro Huamelula,1/1/22,
308,OAX,San Pedro Huilotepec,1/1/22,
309,OAX,San Pedro Ixcatlán,1/1/22,
310,OAX,San Pedro Ixtlahuaca,1/1/22,
311,OAX,San Pedro Jaltepetongo,1/1/22,
312,OAX,San Pedro Jicayán,1/1/22,
313,OAX,San Pedro Jocotipac,1/1/22,
314,OAX,San Pedro Juchatengo,1/1/22,
315,OAX,San Pedro Mártir,1/1/22,
316,OAX,San Pedro Mártir Quiechapa,1/1/22,
317,OAX,San Pedro Mártir Yucuxaco,1/1/22,
318,OAX,San Pedro Mixtepec -Dto. 22 -,1/1/22,
319,OAX,San Pedro Mixtepec -Dto. 26 -,1/1/22,
320,OAX,San Pedro Molinos,1/1/22,
321,OAX,San Pedro Nopala,1/1/22,
322,OAX,San Pedro Ocopetatillo,1/1/22,
323,OAX,San Pedro Ocotepec,1/1/22,
324,OAX,San Pedro Pochutla,1/1/22,
325,OAX,San Pedro Quiatoni,1/1/22,
326,OAX,San Pedro Sochiápam,1/1/22,
327,OAX,San Pedro Tapanatepec,1/1/22,
328,OAX,San Pedro Taviche,1/1/22,
329,OAX,San Pedro Teozacoalco,1/1/22,
330,OAX,San Pedro Teutila,1/1/22,
331,OAX,San Pedro Tidaá,1/1/22,
332,OAX,San Pedro Topiltepec,1/1/22,
333,OAX,San Pedro Totolápam,1/1/22,
334,OAX,Villa de Tututepec de Melchor Ocampo,1/1/22,
335,OAX,San Pedro Yaneri,1/1/22,
336,OAX,San Pedro Yólox,1/1/22,
337,OAX,San Pedro y San Pablo Ayutla,1/1/22,
338,OAX,Villa de Etla,1/1/22,
339,OAX,San Pedro y San Pablo Teposcolula,1/1/22,
340,OAX,San Pedro y San Pablo Tequixtepec,1/1/22,
341,OAX,San Pedro Yucunama,1/1/22,
342,OAX,San Raymundo Jalpan,1/1/22,
343,OAX,San Sebastián Abasolo,1/1/22,
344,OAX,San Sebastián Coatlán,1/1/22,
345,OAX,San Sebastián Ixcapa,1/1/22,
346,OAX,San Sebastián Nicananduta,1/1/22,
347,OAX,San Sebastián Río Hondo,1/1/22,
348,OAX,San Sebastián Tecomaxtlahuaca,1/1/22,
349,OAX,San Sebastián Teitipac,1/1/22,
350,OAX,San Sebastián Tutla,1/1/22,
351,OAX,San Simón Almolongas,1/1/22,
352,OAX,San Simón Zahuatlán,1/1/22,
353,OAX,Santa Ana,1/1/22,
354,OAX,Santa Ana Ateixtlahuaca,1/1/22,
355,OAX,Santa Ana Cuauhtémoc,1/1/22,
356,OAX,Santa Ana del Valle,1/1/22,
357,OAX,Santa Ana Tavela,1/1/22,
358,OAX,Santa Ana Tlapacoyan,1/1/22,
359,OAX,Santa Ana Yareni,1/1/22,
360,OAX,Santa Ana Zegache,1/1/22,
361,OAX,Santa Catalina Quierí,1/1/22,
362,OAX,Santa Catarina Cuixtla,1/1/22,
363,OAX,Santa Catarina Ixtepeji,1/1/22,
364,OAX,Santa Catarina Juquila,1/1/22,
365,OAX,Santa Catarina Lachatao,1/1/22,
366,OAX,Santa Catarina Loxicha,1/1/22,
367,OAX,Santa Catarina Mechoacán,1/1/22,
368,OAX,Santa Catarina Minas,1/1/22,
369,OAX,Santa Catarina Quiané,1/1/22,
370,OAX,Santa Catarina Tayata,1/1/22,
371,OAX,Santa Catarina Ticuá,1/1/22,
372,OAX,Santa Catarina Yosonotú,1/1/22,
373,OAX,Santa Catarina Zapoquila,1/1/22,
374,OAX,Santa Cruz Acatepec,1/1/22,
375,OAX,Santa Cruz Amilpas,1/1/22,
376,OAX,Santa Cruz de Bravo,1/1/22,
377,OAX,Santa Cruz Itundujia,1/1/22,
378,OAX,Santa Cruz Mixtepec,1/1/22,
379,OAX,Santa Cruz Nundaco,1/1/22,
380,OAX,Santa Cruz Papalutla,1/1/22,
381,OAX,Santa Cruz Tacache de Mina,1/1/22,
382,OAX,Santa Cruz Tacahua,1/1/22,
383,OAX,Santa Cruz Tayata,1/1/22,
384,OAX,Santa Cruz Xitla,1/1/22,
385,OAX,Santa Cruz Xoxocotlán,1/1/22,
386,OAX,Santa Cruz Zenzontepec,1/1/22,
387,OAX,Santa Gertrudis,1/1/22,
388,OAX,Santa Inés del Monte,1/1/22,
389,OAX,Santa Inés Yatzeche,1/1/22,
390,OAX,Santa Lucía del Camino,1/1/22,
391,OAX,Santa Lucía Miahuatlán,1/1/22,
392,OAX,Santa Lucía Monteverde,1/1/22,
393,OAX,Santa Lucía Ocotlán,1/1/22,
394,OAX,Santa María Alotepec,1/1/22,
395,OAX,Santa María Apazco,1/1/22,
396,OAX,Santa María la Asunción,1/1/22,
397,OAX,Heroica Ciudad de Tlaxiaco,1/1/22,
398,OAX,Ayoquezco de Aldama,1/1/22,
399,OAX,Santa María Atzompa,1/1/22,
400,OAX,Santa María Camotlán,1/1/22,
401,OAX,Santa María Colotepec,1/1/22,
402,OAX,Santa María Cortijo,1/1/22,
403,OAX,Santa María Coyotepec,1/1/22,
404,OAX,Santa María Chachoápam,1/1/22,
405,OAX,Villa de Chilapa de Díaz,1/1/22,
406,OAX,Santa María Chilchotla,1/1/22,
407,OAX,Santa María Chimalapa,1/1/22,
408,OAX,Santa María del Rosario,1/1/22,
409,OAX,Santa María del Tule,1/1/22,
410,OAX,Santa María Ecatepec,1/1/22,
411,OAX,Santa María Guelacé,1/1/22,
412,OAX,Santa María Guienagati,1/1/22,
413,OAX,Santa María Huatulco,1/1/22,
414,OAX,Santa María Huazolotitlán,1/1/22,
415,OAX,Santa María Ipalapa,1/1/22,
416,OAX,Santa María Ixcatlán,1/1/22,
417,OAX,Santa María Jacatepec,1/1/22,
418,OAX,Santa María Jalapa del Marqués,1/1/22,
419,OAX,Santa María Jaltianguis,1/1/22,
420,OAX,Santa María Lachixío,1/1/22,
421,OAX,Santa María Mixtequilla,1/1/22,
422,OAX,Santa María Nativitas,1/1/22,
423,OAX,Santa María Nduayaco,1/1/22,
424,OAX,Santa María Ozolotepec,1/1/22,
425,OAX,Santa María Pápalo,1/1/22,
426,OAX,Santa María Peñoles,1/1/22,
427,OAX,Santa María Petapa,1/1/22,
428,OAX,Santa María Quiegolani,1/1/22,
429,OAX,Santa María Sola,1/1/22,
430,OAX,Santa María Tataltepec,1/1/22,
431,OAX,Santa María Tecomavaca,1/1/22,
432,OAX,Santa María Temaxcalapa,1/1/22,
433,OAX,Santa María Temaxcaltepec,1/1/22,
434,OAX,Santa María Teopoxco,1/1/22,
435,OAX,Santa María Tepantlali,1/1/22,
436,OAX,Santa María Texcatitlán,1/1/22,
437,OAX,Santa María Tlahuitoltepec,1/1/22,
438,OAX,Santa María Tlalixtac,1/1/22,
439,OAX,Santa María Tonameca,1/1/22,
440,OAX,Santa María Totolapilla,1/1/22,
441,OAX,Santa María Xadani,1/1/22,
442,OAX,Santa María Yalina,1/1/22,
443,OAX,Santa María Yavesía,1/1/22,
444,OAX,Santa María Yolotepec,1/1/22,
445,OAX,Santa María Yosoyúa,1/1/22,
446,OAX,Santa María Yucuhiti,1/1/22,
447,OAX,Santa María Zacatepec,1/1/22,
448,OAX,Santa María Zaniza,1/1/22,
449,OAX,Santa María Zoquitlán,1/1/22,
450,OAX,Santiago Amoltepec,1/1/22,
451,OAX,Santiago Apoala,1/1/22,
452,OAX,Santiago Apóstol,1/1/22,
453,OAX,Santiago Astata,1/1/22,
454,OAX,Santiago Atitlán,1/1/22,
455,OAX,Santiago Ayuquililla,1/1/22,
456,OAX,Santiago Cacaloxtepec,1/1/22,
457,OAX,Santiago Camotlán,1/1/22,
458,OAX,Santiago Comaltepec,1/1/22,
459,OAX,Santiago Chazumba,1/1/22,
460,OAX,Santiago Choápam,1/1/22,
461,OAX,Santiago del Río,1/1/22,
462,OAX,Santiago Huajolotitlán,1/1/22,
463,OAX,Santiago Huauclilla,1/1/22,
464,OAX,Santiago Ihuitlán Plumas,1/1/22,
465,OAX,Santiago Ixcuintepec,1/1/22,
466,OAX,Santiago Ixtayutla,1/1/22,
467,OAX,Santiago Jamiltepec,1/1/22,
468,OAX,Santiago Jocotepec,1/1/22,
469,OAX,Santiago Juxtlahuaca,1/1/22,
470,OAX,Santiago Lachiguiri,1/1/22,
471,OAX,Santiago Lalopa,1/1/22,
472,OAX,Santiago Laollaga,1/1/22,
473,OAX,Santiago Laxopa,1/1/22,
474,OAX,Santiago Llano Grande,1/1/22,
475,OAX,Santiago Matatlán,1/1/22,
476,OAX,Santiago Miltepec,1/1/22,
477,OAX,Santiago Minas,1/1/22,
478,OAX,Santiago Nacaltepec,1/1/22,
479,OAX,Santiago Nejapilla,1/1/22,
480,OAX,Santiago Nundiche,1/1/22,
481,OAX,Santiago Nuyoó,1/1/22,
482,OAX,Santiago Pinotepa Nacional,1/1/22,
483,OAX,Santiago Suchilquitongo,1/1/22,
484,OAX,Santiago Tamazola,1/1/22,
485,OAX,Santiago Tapextla,1/1/22,
486,OAX,Villa Tejúpam de la Unión,1/1/22,
487,OAX,Santiago Tenango,1/1/22,
488,OAX,Santiago Tepetlapa,1/1/22,
489,OAX,Santiago Tetepec,1/1/22,
490,OAX,Santiago Texcalcingo,1/1/22,
491,OAX,Santiago Textitlán,1/1/22,
492,OAX,Santiago Tilantongo,1/1/22,
493,OAX,Santiago Tillo,1/1/22,
494,OAX,Santiago Tlazoyaltepec,1/1/22,
495,OAX,Santiago Xanica,1/1/22,
496,OAX,Santiago Xiacuí,1/1/22,
497,OAX,Santiago Yaitepec,1/1/22,
498,OAX,Santiago Yaveo,1/1/22,
499,OAX,Santiago Yolomécatl,1/1/22,
500,OAX,Santiago Yosondúa,1/1/22,
501,OAX,Santiago Yucuyachi,1/1/22,
502,OAX,Santiago Zacatepec,1/1/22,
503,OAX,Santiago Zoochila,1/1/22,
504,OAX,Nuevo Zoquiápam,1/1/22,
505,OAX,Santo Domingo Ingenio,1/1/22,
506,OAX,Santo Domingo Albarradas,1/1/22,
507,OAX,Santo Domingo Armenta,1/1/22,
508,OAX,Santo Domingo Chihuitán,1/1/22,
509,OAX,Santo Domingo de Morelos,1/1/22,
510,OAX,Santo Domingo Ixcatlán,1/1/22,
511,OAX,Santo Domingo Nuxaá,1/1/22,
512,OAX,Santo Domingo Ozolotepec,1/1/22,
513,OAX,Santo Domingo Petapa,1/1/22,
514,OAX,Santo Domingo Roayaga,1/1/22,
515,OAX,Santo Domingo Tehuantepec,1/1/22,
516,OAX,Santo Domingo Teojomulco,1/1/22,
517,OAX,Santo Domingo Tepuxtepec,1/1/22,
518,OAX,Santo Domingo Tlatayápam,1/1/22,
519,OAX,Santo Domingo Tomaltepec,1/1/22,
520,OAX,Santo Domingo Tonalá,1/1/22,
521,OAX,Santo Domingo Tonaltepec,1/1/22,
522,OAX,Santo Domingo Xagacía,1/1/22,
523,OAX,Santo Domingo Yanhuitlán,1/1/22,
524,OAX,Santo Domingo Yodohino,1/1/22,
525,OAX,Santo Domingo Zanatepec,1/1/22,
526,OAX,Santos Reyes Nopala,1/1/22,
527,OAX,Santos Reyes Pápalo,1/1/22,
528,OAX,Santos Reyes Tepejillo,1/1/22,
529,OAX,Santos Reyes Yucuná,1/1/22,
530,OAX,Santo Tomás Jalieza,1/1/22,
531,OAX,Santo Tomás Mazaltepec,1/1/22,
532,OAX,Santo Tomás Ocotepec,1/1/22,
533,OAX,Santo Tomás Tamazulapan,1/1/22,
534,OAX,San Vicente Coatlán,1/1/22,
535,OAX,San Vicente Lachixío,1/1/22,
536,OAX,San Vicente Nuñú,1/1/22,
537,OAX,Silacayoápam,1/1/22,
538,OAX,Sitio de Xitlapehua,1/1/22,
539,OAX,Soledad Etla,1/1/22,
540,OAX,Villa de Tamazulápam del Progreso,1/1/22,
541,OAX,Tanetze de Zaragoza,1/1/22,
542,OAX,Taniche,1/1/22,
543,OAX,Tataltepec de Valdés,1/1/22,
544,OAX,Teococuilco de Marcos Pérez,1/1/22,
545,OAX,Teotitlán de Flores Magón,1/1/22,
546,OAX,Teotitlán del Valle,1/1/22,
547,OAX,Teotongo,1/1/22,
548,OAX,Tepelmeme Villa de Morelos,1/1/22,
549,OAX,Tezoatlán de Segura y Luna,1/1/22,
550,OAX,San Jerónimo Tlacochahuaya,1/1/22,
551,OAX,Tlacolula de Matamoros,1/1/22,
552,OAX,Tlacotepec Plumas,1/1/22,
553,OAX,Tlalixtac de Cabrera,1/1/22,
554,OAX,Totontepec Villa de Morelos,1/1/22,
555,OAX,Trinidad Zaachila,1/1/22,
556,OAX,La Trinidad Vista Hermosa,1/1/22,
557,OAX,Unión Hidalgo,1/1/22,
558,OAX,Valerio Trujano,1/1/22,
559,OAX,San Juan Bautista Valle Nacional,1/1/22,
560,OAX,Villa Díaz Ordaz,1/1/22,
561,OAX,Yaxe,1/1/22,
562,OAX,Magdalena Yodocono de Porfirio Díaz,1/1/22,
563,OAX,Yogana,1/1/22,
564,OAX,Yutanduchi de Guerrero,1/1/22,
565,OAX,Villa de Zaachila,1/1/22,
566,OAX,San Mateo Yucutindoo,1/1/22,
567,OAX,Zapotitlán Lagunas,1/1/22,
568,OAX,Zapotitlán Palmas,1/1/22,
569,OAX,Santa Inés de Zaragoza,1/1/22,
570,OAX,Zimatlán de Álvarez,1/1/22,
